1960,0.022472976,0.001285268,0.0384
1960.25,-0.005393868,0.005256724,0.0332
1960.5,0.004892747,0.003709109,0.026
1960.75,-0.01283434,0.004422366,0.0198
1961,0.006750291,0.001869723,0.0202
1961.25,0.016974786,-0.000120402,0.0173
1961.5,0.019196394,0.003612499,0.0188
1961.75,0.019611093,0.001079849,0.0233
1962,0.017835992,0.004314736,0.0285
1962.25,0.009036718,0.003580166,0.0268
1962.5,0.012285078,0.002616089,0.029
1962.75,0.003288607,0.003083674,0.0293
1963,0.010916055,0.002896837,0.0298
1963.25,0.011221239,0.001532657,0.0299
1963.5,0.021984259,0.004826368,0.0348
1963.75,0.006555959,0.003748828,0.0338
1964,0.021082786,0.004668534,0.0343
1964.25,0.010887046,0.002207249,0.035
1964.5,0.015623009,0.003303582,0.0345
1964.75,0.003088929,0.003292704,0.0385
1965,0.024197654,0.003224321,0.0405
1965.25,0.012632711,0.005050505,0.0405
1965.5,0.022232681,0.003768844,0.0402
1965.75,0.023040432,0.003015133,0.0432
1966,0.024342319,0.007770404,0.0466
1966.25,0.003416167,0.008104457,0.0517
1966.5,0.008469051,0.007648504,0.054
1966.75,0.008203723,0.007701258,0.054
1967,0.008855866,0.002914009,0.0453
1967.25,0.00061271,0.004769475,0.0398
1967.5,0.009461326,0.009275426,0.0399
1967.75,0.007540203,0.008595524,0.0451
1968,0.02039493,0.010666238,0.0505
1968.25,0.016708093,0.010235469,0.0607
1968.5,0.007749722,0.01034175,0.0578
1968.75,0.003933027,0.011067235,0.0602
1969,0.015651075,0.009712729,0.0679
1969.25,0.003040073,0.012723941,0.089
1969.5,0.006605122,0.012212283,0.0915
1969.75,-0.004876852,0.011568442,0.0897
1970,-0.00148485,0.011583391,0.0776
1970.25,0.001419197,0.011062591,0.0761
1970.5,0.009215754,0.009741818,0.0629
1970.75,-0.010716435,0.012974669,0.049
1971,0.027159915,0.009477339,0.0371
1971.25,0.005411119,0.011386875,0.0491
1971.5,0.008229846,0.009834107,0.0555
1971.75,0.002357793,0.006188851,0.0414
1972,0.018389535,0.010537741,0.0383
1972.25,0.022697596,0.005773362,0.0446
1972.5,0.00944391,0.008810573,0.0487
1972.75,0.016744613,0.008116095,0.0533
1973,0.024748129,0.012076132,0.0709
1973.25,0.010886515,0.019238252,0.0849
1973.5,-0.005259026,0.018196471,0.1078
1973.75,0.009492254,0.020454072,0.0995
1974,-0.008597651,0.029759961,0.0935
1974.25,0.002376771,0.028305253,0.1193
1974.5,-0.009451338,0.026986391,0.1134
1974.75,-0.003881413,0.025413867,0.0853
1975,-0.012173005,0.018816811,0.0554
1975.25,0.007145437,0.012288897,0.0555
1975.5,0.017116575,0.018706517,0.0624
1975.75,0.013465075,0.016760166,0.052
1976,0.022487609,0.011034955,0.0484
1976.25,0.007336956,0.008372314,0.0548
1976.5,0.005487205,0.015160173,0.0525
1976.75,0.007248463,0.015827815,0.0465
1977,0.011814921,0.018025947,0.0469
1977.25,0.019441092,0.017130415,0.0539
1977.5,0.018043508,0.015016055,0.0614
1977.75,2.18717E-05,0.014235648,0.0656
1978,0.003191777,0.016390435,0.0679
1978.25,0.038642508,0.020548769,0.076
1978.5,0.010055229,0.017570237,0.0845
1978.75,0.013441464,0.018889243,0.1003
1979,0.001797837,0.018823396,0.1009
1979.25,0.00106929,0.027322709,0.1029
1979.5,0.007428735,0.024830209,0.1143
1979.75,0.002500735,0.024202099,0.1378
1980,0.003145153,0.030023035,0.1719
